401,Not all wolves seek mammals.,True, the arctic wolf does not seek mammals.,0,1,
161,All pangolins have teeth.,False, pangolins that are very young do not have teeth.,1,1,
650,Some dioxide releases into water.,True, some dioxide releases into water.,1,1,
751,No tortoises engage in mate behavior.,False, some tortoises engage in mating.,1,1,
229,All caterpillars have jaws.,False, monarch butterflies do not have jaws.,1,0,
834,No gorillas live in zoos.,False, some gorillas live in zoos.,1,1,
517,Not all birds have eyes.,True, birds that have been blind do not have eyes.,1,1,
177,All lizards inhabit american deserts.,False, lizards that live in a forest do not inhabit american deserts.,1,1,
723,No tortoises have organs.,True, some tortoises have a heart.,1,1,
89,All bats feed on bananas.,False, bats that live in areas where bananas are not available do not feed on bananas.,1,1,
693,No flamingos eat algae.,False, some flamingos eat seaweed.,1,0,
752,No photosynthetic pigment gives chloroplasts.,False, some photosynthetic pigments give chloroplasts.,1,1,
716,No tunicates use cilia.,False, some tunicates use cilia.,1,1,
626,Some anteaters use tongues.,True, some anteaters use tongues.,1,1,
407,Not all killer whales eat fish.,True, orcas do not eat fish.,0,1,
697,No birds feed on juniper.,False, some birds feed on juniper berries.,1,1,
436,Not all harmless snakes eat other snakes.,True, harmless snakes that live in the same habitat do not eat other snakes.,1,1,
804,No birds attract predators.,False, some birds attract other birds.,1,0,
420,Not all tentacle snakes use tails.,True, the garter snake does not use tails.,1,1,
34,All young squirrels have teeth.,False, young squirrels that have lost their baby teeth do not have teeth.,0,1,
505,Not all bowhead whales have huge jaws.,True, bowhead whales that are very young do not have huge jaws.,1,1,
814,No snakes live in waterways.,False, some snakes live in a freshwater stream.,1,1,
284,Not all nitrogen dioxide comes from coal.,True, nitrogen dioxide from a natural source does not come from coal.,1,1,
385,Not all carbohydrates help sustain energy.,True, sugars do not help sustain energy.,0,1,
308,Not all birds feed on trees.,True, birds that feed on insects do not feed on trees.,1,1,
315,Not all banana bats feed on plants.,True, banana bats that live in a place where there are no plants do not feed on plants.,1,1,
831,No ocelots have eye sight.,False, some ocelots have eyesight.,1,1,
196,All otters eat fish.,False, otters that live in a place where there are no fish do not eat fish.,1,1,
645,Some birds attract predators.,True, some birds attract hawks.,1,1,
579,Some hagfish display rapid body movement.,True, some hagfish display rapid body movement.,1,1,
534,Some flamingos eat algae.,True, some flamingos eat algae.,1,1,
58,All mice wait for prey.,False, mice that are in a place where they can't find prey do not wait for prey.,1,1,
365,Not all lizards has-part heads.,True, green anole does not have-part heads.,1,1,
590,Some robins eat bugs.,True, some robins eat insects.,1,1,
240,All otters eat crabs.,False, sea otters do not eat crabs.,1,1,
230,All saltwater crocodiles kill prey.,False, crocodiles that are sick or injured do not kill prey.,1,1,
597,Some mule deer have teeth.,True, some mule deer have incisors.,1,1,
41,All carbohydrates lead to resistance.,False, sugars do not lead to resistance.,1,1,
60,All sharks eat prey.,False, sharks that are injured and unable to hunt do not eat prey.,1,1,
830,No western gorillas live at zoos.,False, some western gorillas live at zoos.,1,1,
485,Not all starfishs take food.,True, sea stars do not take food.,1,1,
835,No spider monkeys live in canopy layers.,False, some spider monkeys live in canopy layers.,1,1,
800,No platypuses have ovaries.,False, some platypuses have a reproductive organ.,1,1,
428,Not all bats make colonies.,True, bats that are alone do not make colonies.,1,1,
181,All gazelles break vertebrae.,False, gazelles that are not injured do not break vertebrae.,1,1,
500,Not all cats develop red tissue around their gums that seems to grow over the tooth.,True, cats that have a gum infection do not develop red tissue around their gums that seems to grow over the tooth,1,1,
236,All penguins live in ice caves.,False, emperor penguins do not live in ice caves.,1,1,
682,Some pigs eat insects.,True, some pigs eat insects.,1,1,
40,All salamanders have poison glands.,False, the axolotl does not have poison glands.,1,1,
822,No birds live in nests.,False, some birds live in a nest made of twigs and grass.,1,1,
169,All snakes do have traces of hind limbs.,False, some snakes do not have hind limbs.,1,0,
715,No crocodiles feed on live prey.,False, some crocodiles feed on live prey.,1,1,
387,Not all squirrels play in wood.,True, squirrels that live in a forest do not play in wood.,0,1,
10,All jaguars consume roots.,False, jaguars that live in areas where there are no roots do not consume roots.,1,1,
642,Some caterpillars survive in arctic conditions.,True, some caterpillars survive in cold climates.,1,1,
703,No lizards lose limbs.,False, some lizards lose their tails.,1,1,
11,All owls live in bushes.,False, owls that live in a tree do not live in bushes.,1,1,
117,All crocodiles have fur.,False, crocodiles that are born without fur do not have fur.,1,1,
486,Not all snakes hibernate in winter.,True, garter snakes do not hibernate in winter.,1,1,
368,Not all garter snakes hibernate during the winter.,True, garter snakes that live in a warm climate do not hibernate during the winter.,1,1,
796,No seabirds have plumages.,False, some seabirds have a plumage.,1,1,
210,All sloths have brown fur.,False, sloths that are born with white fur do not have brown fur.,1,1,
556,Some crocodiles feed on live prey.,True, some crocodiles feed on live fish.,1,1,
766,No frogs have ovaries.,False, some frogs have a reproductive organ called an ovary.,1,1,
69,All snake bites are by non-venomous snakes.,False, snake bites from venomous snakes are not by non-venomous snakes.,1,1,
665,Some gerbils dig soil.,True, some gerbils dig soil.,1,1,
564,Some tortoises have organs.,True, some tortoises have a liver.,1,1,
753,No frogs live in lakes.,False, some frogs live in lakes.,1,1,
495,Not all bison live in the rocky mountains west of the mississippi river.,True, bison that live in the prairie do not live in the rocky mountains west of the mississippi river.,1,1,
225,All bears are the largest of all flesh-eating mammals.,False, panda bears are not the largest of all flesh-eating mammals.,1,0,
746,No fish have pelvic fins.,False, some fish have a pelvic fin.,1,1,
140,All squirrels has-part teeth.,False, squirrels that have lost their teeth do not have - part teeth.,1,1,
783,No river turtles feed on clams and mussels.,False, some river turtles feed on clams and mussels.,1,1,
773,No chameleons resemble lizards.,False, some chameleons resemble a lizard.,1,1,
730,No otters swim in rivers.,False, some otters swim in rivers.,1,1,
419,Not all humans eat plant food.,True, humans who are allergic to a particular type of plant food do not eat plant food.,1,0,
218,All bony fish develop lungs.,False, the spiny dogfish does not develop lungs.,1,1,
474,Not all platypuses use legs.,True, platypuses that are in the water do not use legs.,1,1,
359,Not all tigers have blue eyes.,True, the tiger has brown eyes does not have blue eyes.,1,1,
193,All red foxes die from rabies too quickly to spread the disease to other animals or humans.,False, red foxes that are vaccinated against rabies do not die from rabies.,1,1,
194,All wasps are parasitic.,False, paper wasps are not parasitic.,1,1,
384,Not all bowerbirds feed on nectar.,True, bowerbirds that live in a place where there is no nectar do not feed on nectar.,1,1,
492,Not all caterpillars have jaws.,True, caterpillars that are in their cocoon do not have jaws.,1,1,
498,Not all carbon dioxide is produced by gasoline.,True, carbon dioxide produced by a nuclear reactor is not produced by gasoline.,1,1,
346,Not all birds survive seasons.,True, birds that migrate to warmer climates do not survive seasons.,1,1,
414,Not all bears freeze in places.,True, grizzly bears do not freeze in places.,1,1,
257,All ocelots have stripes.,False, ocelots that are white do not have stripes.,1,1,
283,Not all cats have intestines.,True, cats that have been spayed or neutered do not have intestines.,1,1,
176,All pygmy shrews keep in cages.,False, pygmy shrews that are in the wild do not keep in cages.,1,1,
472,Not all hawks eat rabbits.,True, hawks that are not in the mood to eat do not eat rabbits.,1,1,
370,Not all elephants are evolved from ancestors.,True, elephants that are still evolving are not evolved from ancestors.,1,1,
475,Not all echidnas feed on ants.,True, echidnas that live in areas where there are no ants do not feed on ants.,1,1,
738,No hagfish display rapid body movement.,False, an hagfish display a rapid body movement.,1,1,
179,All penguins stand in snow.,False, penguins that live in a warm place do not stand in snow.,1,1,
171,All sea turtles feed on prey.,False, sea turtles that are in captivity do not feed on prey.,1,1,
331,Not all asiatic cheetahs eat hoof mammals.,True, asiatic cheetahs do not eat hoof mammals.,1,1,
334,Not all bullfrogs eat larvae.,True, bullfrogs that are in a dry environment do not eat larvae.,1,1,
237,All cats develop red tissue around their gums that seems to grow over the tooth.,False, cats that have a dental abscess do not develop red tissue around their gums that seems to grow over the tooth,1,1,
442,Not all penguins stand in snow.,True, penguins that live in warm climates do not stand in snow.,1,1,
166,All black bears live in safety.,False, polar bears do not live in safety.,1,1,
613,Some killer whales inhabit oceans.,True, some killer whales inhabit oceans.,1,1,
562,Some flycatchers nest in habitats.,True, some flycatchers nest in forests.,1,1,
560,Some bears eat food.,True, some bears eat berries.,1,1,
299,Not all mexican wolves eat ungulates.,True, the red wolf does not eat ungulates.,1,1,
739,No hawks live in habitats.,False, some hawks live in forests.,1,1,
256,All hippopotamuses live in waterways.,False, hippopotamuses that live in zoos do not live in waterways.,1,1,
530,Some hares eat plants.,True, some hares eat plants.,1,1,
404,Not all bilbies have soft fur.,True, the bilby does not have soft fur.,0,0,
394,Not all owls eat voles.,True, owls that live in places where there are no voles do not eat voles.,1,1,
291,Not all pigs live up to years.,True, pigs that are sick or injured do not live up to years.,1,1,
31,All tigers eat orangutans.,False, tigers do not eat other tigers.,1,1,
54,All juvenile snakes have prey.,False, juvenile snakes that are not hungry do not have prey.,1,1,
369,Not all bats eat bugs or fruit.,True, some bats do not eat bugs or fruit.,1,1,
452,Not all rats live in africa.,True, rats that live in a house or apartment do not live in africa.,1,1,
540,Some elephants use mouths.,True, some elephants use a mouth.,1,1,
423,Not all tuataras have teeth.,True, tuataras that are born without teeth do not have teeth.,1,1,
325,Not all eagles eat large fish.,True, eagles that are too young to eat large fish do not eat large fish.,1,1,
137,All kingfishers feed in lagoons.,False, kingfishers that live in the ocean do not feed in lagoons.,1,1,
200,All sharks develop lungs.,False, the great white shark does not develop lungs.,1,1,
661,Some bats regurgitate blood meals.,True, some bats regurgitate a blood meal.,1,1,
805,No carbohydrates are used for energy for organisms.,False, some carbohydrates are used for energy for organisms.,1,1,
533,Some rats eat fat diets.,True, some rats eat a high-fat diet.,1,1,
636,Some giant birds prey on large animals.,True, some giant birds prey on large mammals.,1,1,
247,All elephants live in nepal.,False, elephants that are in captivity do not live in nepal.,1,1,
418,Not all toxicities can cause lysis of blood cells.,True, blood cell lysis caused by antibiotics does not cause lysis of blood cells.,1,1,
141,All bilbies have soft fur.,False, bilbies that have been shaved do not have soft fur.,1,1,
360,Not all birds hide their nests at the tips of twigs amid the dense outer foliage of trees.,True, the bluebird does not hide its nests at the tips of twigs amid the dense outer foliage of trees.,1,1,
434,Not all sea turtles feed on prey.,True, sea turtles that are too young to feed do not feed on prey.,1,1,
676,Some spider monkeys live in canopy layers.,True, some spider monkeys live in a canopy layer.,1,1,
566,Some frogs are evolved from ancestors.,True, some frogs are evolved from their ancestors.,1,1,
437,Not all walruses live in northern sea.,True, walruses that live in the southern hemisphere do not live in northern sea.,1,1,
668,Some dogs have jaws.,True, some dogs have a mandible.,1,1,
618,Some penguins return to environments.,True, some penguins return to the sea.,1,1,
457,Not all wasps are parasitic.,True, paper wasps are not parasitic.,1,1,
156,All humans eat plant food.,False, humans who are on a diet do not eat plant food.,1,1,
396,Not all mice have fur.,True, mice that are born without fur do not have fur.,1,1,
470,Not all bats feed on fish.,True, bats that feed on insects do not feed on fish.,1,1,
206,All tortoises dig shallow pits.,False, tortoises that are in a burrow do not dig shallow pits.,1,1,
667,Some batteries contain electrical energy.,True, some batteries contain electrical energy.,1,1,
202,All lizards live in houston.,False, the green iguana does not live in houston.,1,1,
366,Not all dogs are diagnosed with diseases.,True, dogs that are not sick are not diagnosed with diseases.,1,1,
72,All dogs have jaws.,False, dogs that are born without jaws do not have jaws.,1,1,
450,Not all gopher tortoises eat fruit.,True, the gopher tortoise does not eat fruit.,1,1,
758,No weasels have snouts.,False, some weasels have a snout.,1,1,
621,Some sea turtles leave water.,True, some sea turtles leave water to lay eggs.,1,1,
559,Some salamanders swim in lakes.,True, some salamanders swim in lakes.,1,1,
701,No toxins are produced by snails.,False, some toxins are produced by snails.,1,1,
13,All giant crocodiles feed on tiny plankton.,False, giant crocodiles that are very young do not feed on tiny plankton.,1,1,
496,Not all gorillas eat bamboo.,True, gorillas that live in the rainforest do not eat bamboo.,1,1,
462,Not all spider monkeys reach sexual maturity.,True, spider monkeys that are in the womb do not reach sexual maturity.,1,1,
397,Not all ducks swim in ponds.,True, ducks that are not yet old enough to swim do not swim in ponds.,1,1,
808,No bears reach height.,False, some bears reach a height of over 6 feet.,1,1,
769,No snakes emerge from burrows.,False, some snakes emerge from burrows.,1,1,
151,All bears freeze in places.,False, the grizzly bear does not freeze in a warm place.,1,1,
767,No rock hyraxes feed on grass.,False, some rock hyraxes feed on grass.,1,1,
182,All dormouses have fur.,False, dormice do not have fur.,1,1,
203,All dogs have dome foreheads.,False, dogs that have been bred to have a flatter forehead do not have dome foreheads.,1,1,
722,No wallabies have legs.,False, some wallabies have a front leg and a hind leg.,1,1,
389,Not all ducks emerge from nests.,True, ducks that are in the water do not emerge from nests.,1,1,
532,Some birds have beautiful feathers.,True, some birds have beautiful feathers.,1,1,
19,All deer live up to years.,False, deer that have been hunted do not live up to years.,1,1,
201,All marmots have furry ears.,False, marmots that are born without fur do not have furry ears.,1,1,
680,Some fish are hermaphrodites.,True, some fish are hermaphrodites.,1,1,
222,All starfishs take food.,False, starfishs that are in a zoo do not take food.,0,1,
599,Some weasels have snouts.,True, some weasels have a long, pointed snout.,1,1,
567,Some dolphins feed on fish.,True, some dolphins feed on fish.,1,1,
449,Not all young birds lose feathers.,True, young birds that have a feather does not lose feathers.,0,0,
152,All toxic substances cause cancer.,False, radioactive substances do not cause cancer.,0,1,
655,Some snakes live in waterways.,True, some snakes live in fresh water.,1,0,
647,Some anteaters use long snouts.,True, some anteaters use long snouts.,1,1,
348,Not all sharks are located in water.,True, some sharks are located in the air.,0,1,
104,All gerbils live in dry climates.,False, gerbils that live in a humid climate do not live in dry climates.,1,1,
632,Some carbohydrates are consumed by african apes.,True, some african apes consume carbohydrates.,1,1,
754,No salamanders have backs.,False, some salamanders have a back.,1,1,
598,Some american foxhounds have noses.,True, some american foxhounds have a foxhound.,0,0,
411,Not all crocodiles eat sharks.,True, crocodiles that are too young to hunt sharks do not eat sharks.,1,1,
663,Some birds live in nests.,True, some birds live in nests made of sticks and twigs.,1,1,
21,All nitrogen dioxide comes from coal.,False, nitrogen dioxide from the atmosphere does not come from coal.,1,1,
16,All hazel dormouses have fur.,False, hazel dormouses that are young do not have fur.,1,1,
589,Some nocturnal bats eat fruit.,True, some nocturnal bats eat fruit.,1,1,
718,No salamanders swim in lakes.,False, some salamanders swim in lakes.,1,1,
327,Not all owls wait for prey.,True, the great grey owl does not wait for prey.,1,1,
374,Not all noxious compounds are produced by plants.,True, bacteria are not produced by plants.,1,0,
657,Some red squirrels defend territory.,True, some red squirrels defend a territory.,1,1,
435,Not all snakes consume prey.,True, the boa constrictor does not consume prey.,0,1,
793,No duckweeds grow shades.,False, some duckweeds grow shades of green.,1,0,
790,No peregrine falcons kill birds.,False, some peregrine falcons kill birds.,0,0,
107,All elephants are evolved from ancestors.,False, elephants that are in the process of evolution are not evolved from ancestors.,0,0,
79,All anteaters carry offspring.,False, anteaters that are too young to carry offspring do not carry offspring.,1,1,
460,Not all lizards eat beetles.,True, green iguanas do not eat beetles.,1,1,
679,Some gophers eat vegetation.,True, some gophers eat plants.,1,1,
371,Not all falcons eat prey.,True, falcons that are in the process of molting do not eat prey.,0,0,
445,Not all dormouses have fur.,True, dormouses that are babies do not have fur.,1,1,
